URL,ID,MPN,NAME,BRAND,CATEGORY,TAG,OVERVIEW,FEATURE_1,FEATURE_2,FEATURE_3,FEATURE_4,FEATURE_5,FEATURE_6,FEATURE_7,FEATURE_8,FEATURE_9,FEATURE_10,FEATURE_11,FEATURE_12,FEATURE_13,FEATURE_14,FEATURE_15,FEATURE_16,FEATURE_17,FEATURE_18,FEATURE_19,FEATURE_20,FEATURE_21,FEATURE_22,FEATURE_23,FEATURE_24,FEATURE_25,FEATURE_26,FEATURE_27,FEATURE_28,FEATURE_29,FEATURE_30,FEATURE_31,FEATURE_32,FEATURE_33,FEATURE_34,FEATURE_35,FEATURE_36,FEATURE_37,FEATURE_38,FEATURE_39,FEATURE_40,FEATURE_41,FEATURE_42,FEATURE_43,FEATURE_44,FEATURE_45,FEATURE_46,FEATURE_47,FEATURE_48,FEATURE_49,FEATURE_50,FEATURE_51,SPEC_HEADER_1,SPEC_VALUE_1,SPEC_HEADER_2,SPEC_VALUE_2,SPEC_HEADER_3,SPEC_VALUE_3,SPEC_HEADER_4,SPEC_VALUE_4,SPEC_HEADER_5,SPEC_VALUE_5,SPEC_HEADER_6,SPEC_VALUE_6,SPEC_HEADER_7,SPEC_VALUE_7,SPEC_HEADER_8,SPEC_VALUE_8,SPEC_HEADER_9,SPEC_VALUE_9,SPEC_HEADER_10,SPEC_VALUE_10,SPEC_HEADER_11,SPEC_VALUE_11,SPEC_HEADER_12,SPEC_VALUE_12,SPEC_HEADER_13,SPEC_VALUE_13,SPEC_HEADER_14,SPEC_VALUE_14,SPEC_HEADER_15,SPEC_VALUE_15,SPEC_HEADER_16,SPEC_VALUE_16,SPEC_HEADER_17,SPEC_VALUE_17,SPEC_HEADER_18,SPEC_VALUE_18,SPEC_HEADER_19,SPEC_VALUE_19,SPEC_HEADER_20,SPEC_VALUE_20,SPEC_HEADER_21,SPEC_VALUE_21,SPEC_HEADER_22,SPEC_VALUE_22,SPEC_HEADER_23,SPEC_VALUE_23,SPEC_HEADER_24,SPEC_VALUE_24,SPEC_HEADER_25,SPEC_VALUE_25,SPEC_HEADER_26,SPEC_VALUE_26,SPEC_HEADER_27,SPEC_VALUE_27,SPEC_HEADER_28,SPEC_VALUE_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMG_SRC_1,IMG_SRC_2,IMG_SRC_3,IMG_SRC_4,IMG_SRC_5,IMG_SRC_6,IMG_SRC_7,IMG_SRC_8,IMG_SRC_9,IMG_SRC_10,IMG_SRC_11,IMG_SRC_12,IMG_SRC_13,IMG_SRC_14,IMG_SRC_15,IMG_SRC_16,IMG_SRC_17,IMG_SRC_18,IMG_SRC_19,IMG_SRC_20,IMG_SRC_21,IMG_SRC_22,IMG_SRC_23,IMG_SRC_24,IMG_SRC_25,IMG_SRC_26,IMG_SRC_27,IMG_SRC_28,IMG_SRC_29,IMG_SRC_30,IMG_SRC_31,IMG_SRC_32,IMG_SRC_33,IMG_SRC_34,IMG_SRC_35,IMG_SRC_36,IMG_SRC_37,IMG_SRC_38,IMG_SRC_39,IMG_SRC_40,IMG_SRC_41,IMG_SRC_42,IMG_SRC_43,IMG_SRC_44,IMG_SRC_45,IMG_SRC_46,IMG_SRC_47,IMG_SRC_48,IMG_SRC_49,IMG_SRC_50,IMG_SRC_51,IMG_SRC_52,IMG_SRC_53,IMG_SRC_54,IMG_SRC_55,IMG_SRC_56,IMG_SRC_57,IMG_SRC_58,IMG_SRC_59,IMG_SRC_60
http://www.maxwarehouse.com/products/3m-tape-2-x-60ft-roll-clear,ACE-6037451,Model: 7748,3M Safety-Walk Clear Anti-Slip Tape 2 in. W X 60 ft. L 1 pk,3M,"Home > Paint > Tape, Glues and Adhesives","<div class=""detail"" id=""product_description"" itemprop=""description"">
                
                    3M Safety-Walk Slip-Resistant Tapes and Treads are designed to provide traction on slippery surfaces where potential slips and falls can occur or where safety may be a concern. 3M Safety-Walk Rolls and Strips features a heavy duty, mineral-coated, slip-resistant tread. Safety-Walk comes in a variety of sizes, colors, and materials.

                
                </div>","3M Safety-Walk Slip-Resistant Tapes and Treads are designed to provide traction on slippery surfaces where potential slips and falls can occur or where safety may be a concern. 3M Safety-Walk Rolls and Strips features a heavy duty, mineral-coated, slip-resistant tread. Safety-Walk comes in a variety of sizes, colors, and materials.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight (lb),1.5,Length (in.),7,Width (in.),7,Height (in.),2,UPC,51131701090,Manufacturer Part No,7748,Brand Name,3M,Color,Clear,Product Type,Anti-Slip Tape,Length,60 ft.,Width,2 in.,Package Size,1 pk,Sub Brand,Safety-Walk,California residents see,Prop 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.maxwarehouse.com/products/3m-tape-4-x-60ft-roll-clear,ACE-6037469,Model: 7749,3M Safety-Walk Clear Anti-Slip Tape 4 in. W X 60 ft. L 1 pk,3M,"Home > Paint > Tape, Glues and Adhesives","<div class=""detail"" id=""product_description"" itemprop=""description"">
                
                    3M Safety-Walk Slip-Resistant Tapes and Treads are designed to provide traction on slippery surfaces where potential slips and falls can occur or where safety may be a concern. 3M Safety-Walk Rolls and Strips features a heavy duty, mineral-coated, slip-resistant tread. Safety-Walk comes in a variety of sizes, colors, and materials.

                
                </div>","3M Safety-Walk Slip-Resistant Tapes and Treads are designed to provide traction on slippery surfaces where potential slips and falls can occur or where safety may be a concern. 3M Safety-Walk Rolls and Strips features a heavy duty, mineral-coated, slip-resistant tread. Safety-Walk comes in a variety of sizes, colors, and materials.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight (lb),3,Length (in.),7,Width (in.),7,Height (in.),4,UPC,51131595163,Manufacturer Part No,7749,Brand Name,3M,Product Type,Anti-Slip Tape,Color,Clear,Width,4 in.,Package Size,1 pk,Length,60 ft.,Sub Brand,Safety-Walk,California residents see,Prop 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.maxwarehouse.com/products/3m-ultra-durable-3-9-in-l-x-5-6-in-w-220-grit-ceramic-mouse-sandpaper-5-pk,EJD-1003997,Model: Mouse5pk220,3M Ultra Durable 3.9 in. L x 5.6 in. W 220 Grit Ceramic Mouse Sandpaper 5 pk,3M,"Home > Paint > Paint Tools and Supplies > Sandpaper, Patching and Repair","<div class=""detail"" id=""product_description"" itemprop=""description"">
                
                    Maintain your high standards with premium power tool abrasives that help you get into every corner and hard-to-reach area. Featuring 3M Ceramic Precision Shaped Grain Technology that cuts fast and lasts long. Because your reputation is built on details.

                
                </div>",Maintain your high standards with premium power tool abrasives that help you get into every corner and hard-to-reach area. Featuring 3M Ceramic Precision Shaped Grain Technology that cuts fast and lasts long. Because your reputation is built on details.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight (lb),0.1,Length (in.),0.3,Width (in.),4.35,Height (in.),6.55,UPC,6.38E+11,Manufacturer Part No,Mouse5pk220,Brand Name,3M,Sub Brand,Ultra Durable,Length,3.9 in.,Width,5.6 in.,Grit,220 Grit,Material,Ceramic,Product Type,Mouse Sandpaper,Wet or Dry,Wet and Dry,Number in Package,5 pk,Packaging Type,Carded,Recommended Surface,"Wood, Plastic and Metal",Grit Type,Fine,California residents see,Prop 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.maxwarehouse.com/products/3m-ultra-durable-3-9-in-l-x-5-6-in-w-60-grit-ceramic-mouse-sandpaper-5-pk,EJD-1004006,Model: Mouse5pk60,3M Ultra Durable 3.9 in. L x 5.6 in. W 60 Grit Ceramic Mouse Sandpaper 5 pk,3M,"Home > Paint > Paint Tools and Supplies > Sandpaper, Patching and Repair","<div class=""detail"" id=""product_description"" itemprop=""description"">
                
                    Maintain your high standards with premium power tool abrasives that help you get into every corner and hard-to-reach area. Featuring 3M Ceramic Precision Shaped Grain Technology that cuts fast and lasts long. Because your reputation is built on details.

                
                </div>",Maintain your high standards with premium power tool abrasives that help you get into every corner and hard-to-reach area. Featuring 3M Ceramic Precision Shaped Grain Technology that cuts fast and lasts long. Because your reputation is built on details.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight (lb),0.1,Length (in.),0.45,Width (in.),4.5,Height (in.),6.65,UPC,6.38E+11,Manufacturer Part No,Mouse5pk60,Brand Name,3M,Sub Brand,Ultra Durable,Length,3.9 in.,Width,5.6 in.,Grit,60 Grit,Product Type,Mouse Sandpaper,Material,Ceramic,Number in Package,5 pk,Packaging Type,Carded,Recommended Surface,"Wood, Plastic and Metal",Grit Type,Coarse,Wet or Dry,Wet and Dry,California residents see,Prop 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.maxwarehouse.com/products/3m-ultra-durable-5-5-in-l-x-3-9-in-w-120-grit-ceramic-mouse-sandpaper-5-pk,EJD-1004014,Model: Mouse5pk120,3M Ultra Durable 5.5 in. L x 3.9 in. W 120 Grit Ceramic Mouse Sandpaper 5 pk,3M,"Home > Paint > Paint Tools and Supplies > Sandpaper, Patching and Repair","<div class=""detail"" id=""product_description"" itemprop=""description"">
                
                    Maintain your high standards with premium power tool abrasives that help you get into every corner and hard-to-reach area. Featuring 3M Ceramic Precision Shaped Grain Technology that cuts fast and lasts long. Because your reputation is built on details.

                
                </div>",Maintain your high standards with premium power tool abrasives that help you get into every corner and hard-to-reach area. Featuring 3M Ceramic Precision Shaped Grain Technology that cuts fast and lasts long. Because your reputation is built on details.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight (lb),0.1,Length (in.),0.4,Width (in.),4.4,Height (in.),6.6,UPC,6.38E+11,Manufacturer Part No,Mouse5pk120,Sub Brand,Ultra Durable,Brand Name,3M,Length,5.5 in.,Material,Ceramic,Grit,120 Grit,Number in Package,5 pk,Product Type,Mouse Sandpaper,Wet or Dry,Wet and Dry,Recommended Surface,"Wood, Plastic and Metal",Packaging Type,Carded,Grit Type,Medium,Width,3.9 in.,California residents see,Prop 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.maxwarehouse.com/products/3m-ultra-durable-5-5-in-l-x-4-5-in-w-120-grit-aluminum-oxide-sanding-sheet-5-pk,EJD-1003998,Model: 1/4Sht5pk120,3M Ultra Durable 5.5 in. L x 4.5 in. W 120 Grit Aluminum Oxide Sanding Sheet 5 pk,3M,"Home > Paint > Paint Tools and Supplies > Sandpaper, Patching and Repair","<div class=""detail"" id=""product_description"" itemprop=""description"">
                
                    Quality runs deep with premium power tool abrasives that cut fast and last long. That's the power of 3M Ceramic Precision Shaped Grain Technology. When endurance matters, get tools designed for the way you work.

                
                </div>","Quality runs deep with premium power tool abrasives that cut fast and last long. That's the power of 3M Ceramic Precision Shaped Grain Technology. When endurance matters, get tools designed for the way you work.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight (lb),0.1,Length (in.),0.3,Width (in.),4.9,Height (in.),6.55,UPC,6.38E+11,Manufacturer Part No,1/4Sht5pk120,Brand Name,3M,Sub Brand,Ultra Durable,Width,4.5 in.,Length,5.5 in.,Grit,120 Grit,Material,Aluminum Oxide,Product Type,Sanding Sheet,Number in Package,5 pk,Packaging Type,Carded,Grit Type,Medium,Recommended Surface,"Wood, Plastic and Metal",Wet or Dry,Wet and Dry,California residents see,Prop 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.maxwarehouse.com/products/3m-ultra-durable-5-5-in-l-x-4-5-in-w-180-grit-aluminum-oxide-sanding-sheet-5-pk,EJD-1003996,Model: 1/4Sht5pk180,3M Ultra Durable 5.5 in. L x 4.5 in. W 180 Grit Aluminum Oxide Sanding Sheet 5 pk,3M,"Home > Paint > Paint Tools and Supplies > Sandpaper, Patching and Repair","<div class=""detail"" id=""product_description"" itemprop=""description"">
                
                    Quality runs deep with premium power tool abrasives that cut fast and last long. That's the power of 3M Ceramic Precision Shaped Grain Technology. When endurance matters, get tools designed for the way you work.

                
                </div>","Quality runs deep with premium power tool abrasives that cut fast and last long. That's the power of 3M Ceramic Precision Shaped Grain Technology. When endurance matters, get tools designed for the way you work.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight (lb),0.1,Length (in.),0.3,Width (in.),4.9,Height (in.),6.55,UPC,6.38E+11,Manufacturer Part No,1/4Sht5pk180,Sub Brand,Ultra Durable,Brand Name,3M,Length,5.5 in.,Grit,180 Grit,Width,4.5 in.,Material,Aluminum Oxide,Product Type,Sanding Sheet,Recommended Surface,"Wood, Plastic and Metal",Packaging Type,Carded,Number in Package,5 pk,Grit Type,Fine,Wet or Dry,Wet and Dry,California residents see,Prop 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.maxwarehouse.com/products/3m-ultra-durable-5-5-in-l-x-4-5-in-w-60-grit-aluminum-oxide-sanding-sheet-5-pk,EJD-1004004,Model: 1/4Sht5pk60,3M Ultra Durable 5.5 in. L x 4.5 in. W 60 Grit Aluminum Oxide Sanding Sheet 5 pk,3M,"Home > Paint > Paint Tools and Supplies > Sandpaper, Patching and Repair","<div class=""detail"" id=""product_description"" itemprop=""description"">
                
                    Quality runs deep with premium power tool abrasives that cut fast and last long. That's the power of 3M Ceramic Precision Shaped Grain Technology. When endurance matters, get tools designed for the way you work.

                
                </div>","Quality runs deep with premium power tool abrasives that cut fast and last long. That's the power of 3M Ceramic Precision Shaped Grain Technology. When endurance matters, get tools designed for the way you work.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight (lb),0.1,Length (in.),0.35,Width (in.),4.9,Height (in.),6.6,UPC,6.38E+11,Manufacturer Part No,1/4Sht5pk60,Sub Brand,Ultra Durable,Brand Name,3M,Length,5.5 in.,Width,4.5 in.,Material,Aluminum Oxide,Grit,60 Grit,Product Type,Sanding Sheet,Number in Package,5 pk,Recommended Surface,"Wood, Plastic and Metal",Wet or Dry,Wet and Dry,Grit Type,Coarse,Packaging Type,Carded,California residents see,Prop 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.maxwarehouse.com/products/3m-ultra-durable-5-5-l-x-4-5-w-80-grit-aluminum-oxide-1-4-sheet-sandpaper-5-pk,EJD-1005271,Model: 1/4SHT5PK80,3M Ultra Durable 5.5 L x 4.5 W 80 Grit Aluminum Oxide 1/4 Sheet Sandpaper 5 pk,3M,"Home > Paint > Paint Tools and Supplies > Sandpaper, Patching and Repair","<div class=""detail"" id=""product_description"" itemprop=""description"">
                
                    Built To Go The Distance. Quality runs deep with premium power tool abrasives that cut fast and last long. That’s the power of 3M™ Ceramic Precision Shaped Grain Technology. When endurance matters, get tools designed for the way you work.

                
                </div>","Built To Go The Distance. Quality runs deep with premium power tool abrasives that cut fast and last long. That’s the power of 3M™ Ceramic Precision Shaped Grain Technology. When endurance matters, get tools designed for the way you work.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight (lb),0.1,Length (in.),0.35,Width (in.),4.95,Height (in.),6.6,UPC,6.38E+11,Manufacturer Part No,1/4SHT5PK80,Sub Brand,Ultra Durable,Brand Name,3M,Grit,80 Grit,Material,Aluminum Oxide,Product Type,1/4 Sheet Sandpaper,Grit Type,Coarse,Number in Package,5 pk,Packaging Type,Carded,Wet or Dry,Wet and Dry,Length,5.5 in.,Width,4.5 in.,California residents see,Prop 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.maxwarehouse.com/products/3m-ultra-durable-5-in-ceramic-hook-and-loop-sanding-disc-120-grit-10-pk,EJD-1004002,Model: Disc5in10pk120,3M Ultra Durable 5 in. Ceramic Hook and Loop Sanding Disc 120 Grit 10 pk,3M,Home > Tools,"<div class=""detail"" id=""product_description"" itemprop=""description"">
                
                    Cuts through the tough stuff and keeps on going. That's the power of 3M Ceramic Precision Shaped Grain Technology. Premium power tool abrasives that last from one job to the next - for when endurance matters.

                
                </div>",Cuts through the tough stuff and keeps on going. That's the power of 3M Ceramic Precision Shaped Grain Technology. Premium power tool abrasives that last from one job to the next - for when endurance matters.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight (lb),0.16,Length (in.),0.85,Width (in.),5.45,Height (in.),6,UPC,6.38E+11,Manufacturer Part No,Disc5in10pk120,Brand Name,3M,Sub Brand,Ultra Durable,Size,5 in.,Attachment Style,Hook and Loop,Product Type,Sanding Disc,Material,Ceramic,Number in Package,10 pk,Grit,120 Grit,California residents see,Prop 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.maxwarehouse.com/products/3m-ultra-durable-5-in-ceramic-hook-and-loop-sanding-disc-120-grit-5-pk,EJD-1004013,Model: Disc5in5pk120,3M Ultra Durable 5 in. Ceramic Hook and Loop Sanding Disc 120 Grit 5 pk,3M,Home > Tools,"<div class=""detail"" id=""product_description"" itemprop=""description"">
                
                    Cuts through the tough stuff and keeps on going. That's the power of 3M Ceramic Precision Shaped Grain Technology. Premium power tool abrasives that last from one job to the next - for when endurance matters.

                
                </div>",Cuts through the tough stuff and keeps on going. That's the power of 3M Ceramic Precision Shaped Grain Technology. Premium power tool abrasives that last from one job to the next - for when endurance matters.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight (lb),0.1,Length (in.),0.45,Width (in.),5.3,Height (in.),6.05,UPC,6.38E+11,Manufacturer Part No,Disc5in5pk120,Brand Name,3M,Size,5 in.,Sub Brand,Ultra Durable,Material,Ceramic,Attachment Style,Hook and Loop,Number in Package,5 pk,Grit,120 Grit,Product Type,Sanding Disc,California residents see,Prop 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.maxwarehouse.com/products/3m-ultra-durable-5-in-ceramic-hook-and-loop-sanding-disc-220-grit-5-pk,EJD-1003993,Model: disc5in5pk220,3M Ultra Durable 5 in. Ceramic Hook and Loop Sanding Disc 220 Grit 5 pk,3M,Home > Tools,"<div class=""detail"" id=""product_description"" itemprop=""description"">
                
                    Cuts through the tough stuff and keeps on going. That's the power of 3M Ceramic Precision Shaped Grain Technology. Premium power tool abrasives that last from one job to the next - for when endurance matters.

                
                </div>",Cuts through the tough stuff and keeps on going. That's the power of 3M Ceramic Precision Shaped Grain Technology. Premium power tool abrasives that last from one job to the next - for when endurance matters.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight (lb),0.1,Length (in.),0.45,Width (in.),5.3,Height (in.),6.05,UPC,6.38E+11,Manufacturer Part No,disc5in5pk220,Brand Name,3M,Sub Brand,Ultra Durable,Size,5 in.,Material,Ceramic,Attachment Style,Hook and Loop,Product Type,Sanding Disc,Grit,220 Grit,Number in Package,5 pk,California residents see,Prop 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.maxwarehouse.com/products/3m-ultra-durable-5-in-ceramic-hook-and-loop-sanding-disc-60-grit-10-pk,EJD-1004007,Model: Disc5in10pk60,3M Ultra Durable 5 in. Ceramic Hook and Loop Sanding Disc 60 Grit 10 pk,3M,Home > Tools,"<div class=""detail"" id=""product_description"" itemprop=""description"">
                
                    Cuts through the tough stuff and keeps on going. That's the power of 3M Ceramic Precision Shaped Grain Technology. Premium power tool abrasives that last from one job to the next - for when endurance matters.

                
                </div>",Cuts through the tough stuff and keeps on going. That's the power of 3M Ceramic Precision Shaped Grain Technology. Premium power tool abrasives that last from one job to the next - for when endurance matters.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight (lb),0.2,Length (in.),0.85,Width (in.),5.45,Height (in.),6,UPC,6.38E+11,Manufacturer Part No,Disc5in10pk60,Brand Name,3M,Sub Brand,Ultra Durable,Size,5 in.,Material,Ceramic,Attachment Style,Hook and Loop,Product Type,Sanding Disc,Grit,60 Grit,Number in Package,10 pk,California residents see,Prop 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.maxwarehouse.com/products/3m-ultra-durable-5-in-ceramic-hook-and-loop-sanding-disc-60-grit-coarse-5-pk,EJD-1004005,Model: Disc5in5pk60,3M Ultra Durable 5 in. Ceramic Hook and Loop Sanding Disc 60 Grit Coarse 5 pk,3M,Home > Tools,"<div class=""detail"" id=""product_description"" itemprop=""description"">
                
                    The Hookit Sanding Disc combines excellent dust removal and fast cutting, long lasting abrasive for higher productivity and lower cycle times.

                
                </div>","The Hookit Sanding Disc combines excellent dust removal and fast cutting, long lasting abrasive for higher productivity and lower cycle times.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight (lb),0.1,Length (in.),0.5,Width (in.),5.45,Height (in.),6.1,UPC,6.38E+11,Manufacturer Part No,Disc5in5pk60,Brand Name,3M,Sub Brand,Ultra Durable,Size,5 in.,Material,Ceramic,Attachment Style,Hook and Loop,Grit,60 Grit,Product Type,Sanding Disc,Number in Package,5 pk,Grade,Coarse,California residents see,Prop 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.maxwarehouse.com/products/3m-ultra-durable-5-in-ceramic-hook-and-loop-sanding-disc-80-grit-10-pk,EJD-1003991,Model: Disc5in10pk80,3M Ultra Durable 5 in. Ceramic Hook and Loop Sanding Disc 80 Grit 10 pk,3M,Home > Tools,"<div class=""detail"" id=""product_description"" itemprop=""description"">
                
                    Cuts through the tough stuff and keeps on going. That's the power of 3M Ceramic Precision Shaped Grain Technology. Premium power tool abrasives that last from one job to the next - for when endurance matters.

                
                </div>",Cuts through the tough stuff and keeps on going. That's the power of 3M Ceramic Precision Shaped Grain Technology. Premium power tool abrasives that last from one job to the next - for when endurance matters.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight (lb),0.16,Length (in.),0.85,Width (in.),5.45,Height (in.),6.2,UPC,6.38E+11,Manufacturer Part No,Disc5in10pk80,Sub Brand,Ultra Durable,Brand Name,3M,Material,Ceramic,Size,5 in.,Attachment Style,Hook and Loop,Product Type,Sanding Disc,Grit,80 Grit,Number in Package,10 pk,California residents see,Prop 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.maxwarehouse.com/products/3m-ultra-durable-5-in-ceramic-hook-and-loop-sanding-disc-80-grit-fine-5-pk,EJD-1004018,Model: Disc5in5pk80,3M Ultra Durable 5 in. Ceramic Hook and Loop Sanding Disc 80 Grit Fine 5 pk,3M,Home > Tools,"<div class=""detail"" id=""product_description"" itemprop=""description"">
                
                    The Hookit Sanding Disc combines excellent dust removal and fast cutting, long lasting abrasive for higher productivity and lower cycle times.

                
                </div>","The Hookit Sanding Disc combines excellent dust removal and fast cutting, long lasting abrasive for higher productivity and lower cycle times.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight (lb),0.1,Length (in.),0.45,Width (in.),5.35,Height (in.),6.15,UPC,6.38E+11,Manufacturer Part No,Disc5in5pk80,Brand Name,3M,Sub Brand,Ultra Durable,Size,5 in.,Attachment Style,Hook and Loop,Material,Ceramic,Grit,80 Grit,Product Type,Sanding Disc,Number in Package,5 pk,Grade,Fine,California residents see,Prop 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
